,CreditScore,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,prediction
6088,661,0,30,7,0.0,2,1,0,72196.57,0.033151306
6466,678,1,32,4,139626.01,1,1,1,118235.52,0.08876065
5676,749,0,26,6,0.0,2,0,1,34948.77,0.031428054
2770,676,0,32,5,0.0,2,1,1,75465.41,0.029426044
1805,769,0,31,7,148913.72,2,1,0,53817.23,0.12582962
7374,682,0,38,1,116520.28,1,1,1,49833.5,0.15603603
2114,732,1,33,8,0.0,1,1,0,119882.7,0.23719215
4534,656,1,41,2,0.0,2,1,0,158973.77,0.034696326
2531,607,1,47,4,148826.32,1,1,1,79450.61,0.20911404
8525,712,0,29,8,140170.61,1,1,1,38170.04,0.13171136
3470,649,0,36,2,0.0,2,0,1,75035.48,0.06400267
1402,757,1,29,8,130306.49,1,1,0,77469.38,0.098717
852,511,0,41,8,153895.65,1,1,1,39087.42,0.25907844
3082,483,0,44,5,136836.49,1,1,0,192359.9,0.512691
8024,694,1,30,10,144684.03,1,1,1,31805.49,0.16440886
7565,708,1,52,10,105355.81,1,1,0,123.07,0.2653588
5529,691,1,34,8,133936.04,2,1,0,91359.79,0.03321788
7854,746,1,49,7,0.0,2,0,1,10096.25,0.070198454
4932,683,0,29,0,157829.12,1,0,0,129891.66,0.09416668
5159,762,0,69,9,183744.98,1,1,1,196993.69,0.23242266
9715,680,0,34,7,0.0,2,1,0,98949.85,0.030318668
3846,554,0,48,7,0.0,2,1,1,63708.07,0.036248956
6483,619,1,41,3,147974.16,2,1,0,170518.83,0.08745637
747,450,0,46,5,177619.71,1,1,0,54227.06,0.19311494
3034,770,1,36,2,89800.14,1,1,1,105922.69,0.07241196
347,643,1,59,3,170331.37,1,1,1,32171.79,0.21071064
3351,474,0,34,9,176311.36,1,1,0,160213.27,0.3524939
2864,708,1,37,8,153366.13,1,1,1,26912.34,0.043753482
2167,787,1,33,1,126588.81,2,0,1,62163.53,0.1308754
6954,611,1,38,7,0.0,1,1,1,63202.0,0.60787773
6209,690,0,40,9,77641.99,1,0,0,189051.59,0.38006756
2777,758,0,61,8,125397.21,1,1,0,182184.09,0.8951543
1441,627,1,44,6,0.0,1,1,1,114469.55,0.38994473
5657,496,1,30,0,90963.49,1,0,1,27802.0,0.04690481
9657,606,1,32,5,83161.65,1,1,1,116885.59,0.0376511
3027,774,0,42,3,137781.65,1,0,0,199316.19,0.5128079
6117,850,1,37,2,0.0,2,1,0,119969.99,0.03891144
2483,750,1,37,3,0.0,2,1,0,16870.2,0.030975692
2882,551,1,37,3,0.0,2,1,1,50578.4,0.03891144
5561,771,0,56,2,0.0,1,1,1,25222.6,0.7763981
763,742,0,21,1,114292.48,1,1,0,31520.4,0.33800718
6481,606,1,39,8,136000.45,2,1,0,31708.53,0.03720775
1616,594,0,49,4,0.0,2,1,1,23631.55,0.035193644
1222,536,1,46,1,65733.41,1,1,0,61094.53,0.6576574
8664,690,0,48,2,0.0,2,1,1,3149.1,0.05104928
6221,513,0,45,0,164649.52,3,1,0,49915.52,0.96853864
1576,613,0,40,9,95624.36,2,1,1,60706.33,0.054444984
9391,846,1,61,0,0.0,2,1,1,96202.44,0.041708756
6350,640,1,48,1,111599.32,1,0,1,135995.58,0.41889268
3782,431,0,44,2,138843.7,1,1,0,37688.31,0.7910407
4374,688,1,41,2,112871.19,2,0,1,65520.74,0.1034553
708,580,0,35,8,0.0,2,0,1,10357.03,0.031277884
509,599,0,37,2,0.0,2,1,1,143739.29,0.080610275
2954,538,0,33,5,0.0,2,1,0,126962.41,0.02912727
7537,655,0,38,6,0.0,1,1,1,188639.28,0.2915292
6338,583,1,39,8,102945.01,1,0,0,52861.89,0.39501968
8922,550,1,35,9,129847.75,2,1,0,197325.4,0.08908283
7063,580,1,76,2,130334.84,2,1,1,51672.08,0.09445672
7162,607,1,34,9,132439.99,1,1,0,177747.72,0.114870116
7371,850,1,30,10,153972.89,2,1,0,62811.03,0.0741483
6828,707,1,34,9,162691.16,2,1,0,94912.78,0.0383694
3615,415,1,46,9,134950.19,3,0,0,178587.36,0.96853864
4656,843,0,38,8,134887.53,1,1,1,10804.04,0.19357492
6975,556,1,38,2,115463.16,1,1,0,150679.65,0.1940677
4350,840,0,36,6,0.0,2,1,0,141364.27,0.042784333
711,634,1,35,6,116269.01,1,1,0,129964.94,0.121433206
6478,850,1,35,9,102050.47,1,1,1,3769.71,0.03702672
9129,838,0,40,6,61671.19,1,0,1,150659.35,0.32605007
8204,724,0,34,3,132352.69,1,1,0,80320.3,0.12961107
9203,773,1,51,4,0.0,2,0,0,123587.83,0.03909529
712,632,1,38,1,120599.21,1,1,0,92816.86,0.24784695
9112,735,1,73,9,0.0,1,1,1,114283.33,0.03347699
1245,626,0,44,10,81553.93,1,1,0,20063.63,0.37067166
9785,455,0,27,5,155879.09,2,0,0,70774.97,0.12739512
6848,579,0,33,1,65667.79,2,0,0,164608.98,0.03712025
5133,479,1,37,6,118433.94,1,0,1,160060.9,0.3024471
715,786,1,34,9,0.0,2,1,0,144517.19,0.029754795
3463,600,1,43,8,133379.41,1,1,0,177378.66,0.23109335
4394,479,1,24,6,107637.97,2,0,1,169505.83,0.048461173
4568,584,1,32,8,40172.91,1,1,1,137439.34,0.12938748
8803,721,1,41,6,135071.12,1,1,1,64477.25,0.11892799
8489,522,0,41,7,0.0,2,0,1,176780.39,0.0956867
7701,677,0,29,3,86616.35,1,0,0,91903.9,0.10353858
212,620,0,41,9,0.0,2,0,0,88852.47,0.11987037
9767,554,1,33,3,117413.95,1,1,1,12766.74,0.13117538
6838,850,1,29,6,0.0,2,1,1,10672.54,0.030059807
1010,724,1,40,10,0.0,1,1,0,127847.25,0.29265028
323,763,0,31,4,0.0,2,0,0,50404.72,0.031428054
5396,591,1,42,9,161651.37,2,1,1,131753.97,0.06637065
5990,573,0,32,9,125321.84,2,1,1,130234.63,0.13876344
3172,665,1,32,1,132178.67,1,0,0,11865.76,0.12827654
334,626,0,37,6,108269.37,1,1,0,5597.94,0.17326021
8305,746,1,58,3,0.0,3,1,1,80344.96,0.9357206
2210,673,0,34,1,127122.79,3,0,1,76703.1,0.88961613
4271,465,1,33,5,0.0,2,0,1,78698.09,0.040581312
6740,670,0,40,2,147171.2,1,0,1,69850.04,0.26166433
233,767,1,20,3,119714.25,2,0,1,150135.38,0.05750408
5950,834,0,57,8,112281.6,3,1,0,140225.14,0.9558333
5737,682,0,35,2,117438.92,2,1,1,16910.98,0.082546644
7921,588,0,35,7,0.0,2,1,1,108739.15,0.03740273
2348,824,1,45,3,129209.48,1,0,0,60151.77,0.28740126
2036,782,1,34,6,147422.44,1,0,1,42143.61,0.13582692
7484,772,0,35,9,0.0,1,0,1,25448.31,0.112595454
6006,529,0,31,5,0.0,2,1,0,26817.23,0.030375384
4553,581,1,30,1,0.0,2,1,0,199464.08,0.037082423
8072,780,1,51,4,126725.25,1,1,0,195259.31,0.82825047
1458,465,1,25,2,78247.31,2,1,1,10472.31,0.04017494
3288,640,0,30,6,107499.7,1,1,1,187632.22,0.1499378
3064,506,1,35,6,110046.93,2,1,0,26318.73,0.054768357
9436,684,1,38,4,0.0,3,1,0,75609.84,0.7569432
774,636,1,49,6,113599.74,2,1,0,158887.09,0.3636947
6832,594,0,21,2,87096.82,2,1,0,168186.11,0.11574339
871,629,0,45,7,129818.39,3,1,0,9217.55,0.96853864
8749,683,1,47,1,0.0,2,1,0,148989.15,0.051279634
1263,638,0,42,7,165679.92,1,0,0,32916.29,0.13487642
4833,762,1,32,10,191775.65,1,1,0,179657.83,0.12163913
3894,595,1,37,2,157084.99,1,1,0,134767.13,0.09984496
6323,550,1,34,8,122359.5,1,0,0,116495.55,0.11780579
9212,673,0,37,10,0.0,2,1,1,37411.35,0.07941499
7019,637,1,36,2,152606.82,1,1,1,71692.8,0.044724196
1220,725,0,33,7,115182.84,2,1,1,177279.41,0.055433776
1446,637,1,33,2,145731.83,1,0,1,109219.43,0.042255152
3184,667,1,55,9,154393.43,1,1,1,137674.96,0.21960115
408,668,1,37,10,152958.29,2,1,1,159585.61,0.055622447
4344,528,0,26,10,102073.67,2,0,0,166799.93,0.047571026
3021,680,1,36,3,116275.12,1,1,1,63795.8,0.07780239
2303,714,1,45,0,124693.48,1,0,1,187194.15,0.32325405
6271,747,1,49,6,202904.64,1,1,1,17298.72,0.11596334
8280,706,1,53,7,0.0,2,0,1,117939.17,0.03422213
6641,611,0,33,7,0.0,2,1,1,3729.89,0.098019764
6955,738,1,35,8,127290.61,1,1,0,16081.62,0.10589974
2109,596,1,41,5,0.0,2,0,1,141053.85,0.03127461
5351,558,1,41,2,124227.14,1,1,1,111184.67,0.13683666
9683,606,1,32,6,0.0,2,0,1,36540.63,0.029658247
8343,849,0,49,9,132934.89,1,1,0,171056.65,0.792246
4549,537,1,59,9,0.0,2,0,0,103799.77,0.63123345
1880,589,0,36,9,140355.56,2,1,0,136329.96,0.16481647
5945,716,0,40,3,0.0,2,0,1,167636.15,0.042886123
1737,769,1,39,9,0.0,1,1,1,47722.79,0.10019618
7793,585,1,56,4,138227.19,2,1,1,55287.84,0.40701246
5212,742,1,55,5,155196.17,1,0,1,121207.66,0.41634643
3208,607,1,36,8,143421.74,1,1,0,97879.02,0.14135952
7082,733,1,36,5,0.0,2,1,1,109127.54,0.031419218
2055,469,1,38,9,113599.42,1,0,0,11950.29,0.5220016
1688,601,0,41,1,0.0,2,0,1,160607.06,0.04710168
4779,613,1,40,1,147856.82,3,0,0,107961.11,0.87285846
7475,698,1,31,1,156111.24,1,0,0,134790.74,0.07653525
7876,623,1,45,0,0.0,1,1,0,196533.72,0.48866937
6749,684,0,24,9,79263.9,1,0,1,196574.48,0.07025638
8555,522,1,25,1,111432.13,1,1,1,168683.57,0.07103799
8122,564,0,53,2,45472.28,1,1,1,41055.71,0.1619473
6990,660,1,41,3,0.0,2,1,1,108665.89,0.03289538
8266,560,0,35,1,0.0,2,1,0,3701.63,0.031277884
8539,620,0,25,1,137712.01,1,1,1,76197.05,0.076027244
3392,623,1,33,8,96759.42,1,1,1,174777.98,0.044942077
6325,743,1,59,5,108585.35,1,1,1,192127.22,0.46644124
3528,692,1,28,5,61581.97,1,1,1,70179.91,0.04658678
4604,681,1,25,5,0.0,1,0,1,90860.97,0.12171096
7023,524,1,29,9,144287.6,2,1,0,32063.3,0.26969188
6321,590,1,47,0,117879.32,1,1,1,8214.46,0.7755926
745,606,1,40,5,0.0,2,1,1,70899.27,0.037833113
710,540,1,48,0,148116.48,1,0,0,116973.48,0.85642856
379,687,0,39,2,0.0,3,0,0,188150.6,0.9218104
8782,600,0,27,6,0.0,2,1,1,172031.22,0.02912727
3011,526,1,30,8,0.0,1,1,0,36251.0,0.13297102
8858,747,1,37,1,0.0,2,0,1,180551.76,0.03891144
7152,529,1,46,8,0.0,1,0,0,126511.94,0.42241672
8566,679,0,39,4,0.0,1,0,0,172939.3,0.46384093
3497,456,0,63,1,165350.61,2,0,0,140758.07,0.6209224
3889,418,0,39,2,0.0,2,0,0,9041.71,0.033228017
4484,645,0,37,1,0.0,2,1,1,68987.55,0.05061684
4011,694,1,33,4,124067.32,1,1,1,77906.87,0.14082067
2619,850,1,49,8,0.0,1,0,0,25867.67,0.79029095
6670,758,0,43,10,0.0,2,1,1,55313.44,0.04191115
6512,487,1,24,7,133628.09,2,1,1,98570.01,0.046822492
3467,538,0,42,1,98548.62,2,0,1,94047.75,0.19113272
1313,809,1,38,3,0.0,2,1,1,80061.31,0.029642263
8605,561,0,49,8,0.0,2,1,1,12513.07,0.04157872
2069,629,1,28,8,108601.0,1,1,1,119647.7,0.096449845
2982,526,0,43,3,0.0,2,1,0,31705.19,0.049987443
5914,754,1,27,7,117578.35,2,0,1,87908.01,0.07110368
9170,694,1,30,2,0.0,3,0,1,15039.41,0.24001235
1285,520,0,63,5,162278.32,1,1,1,34765.33,0.20600522
8990,784,1,28,2,109960.06,2,1,1,170829.87,0.08119612
8429,850,1,28,2,101100.22,2,1,1,35337.31,0.059093576
1349,575,1,43,3,0.0,1,1,0,83594.51,0.41084126
2611,566,1,42,3,108010.78,1,1,1,157486.1,0.20114647
9494,789,1,43,8,119654.44,2,0,1,148412.24,0.102012046
3668,666,0,44,2,122314.5,1,0,0,68574.88,0.37051126
2221,767,0,35,6,132253.22,1,1,0,115566.57,0.1329902
427,702,1,45,0,80793.58,1,1,1,27474.81,0.43255043
653,459,1,48,4,133994.52,1,1,1,19287.06,0.63993216
9913,718,0,44,1,133866.22,1,0,1,139049.24,0.14634535
3535,662,1,37,5,94901.09,1,1,1,48233.75,0.09383143
7736,649,0,41,3,130931.83,1,1,1,144808.37,0.18143646
3245,514,0,45,3,109032.23,1,0,1,155407.21,0.61905426
4740,535,1,30,6,103804.97,1,1,1,125710.53,0.044247616
9068,750,0,38,1,0.0,2,1,0,47764.99,0.0844041
4099,696,1,34,9,150856.79,1,0,1,8236.78,0.04133054
4100,635,0,37,9,146748.07,1,0,1,11407.58,0.07750944
6959,617,0,46,3,106521.49,1,0,1,86587.37,0.40378183
611,650,0,27,6,0.0,2,1,0,1002.39,0.06878744
4288,577,0,31,4,61211.18,1,1,1,145250.43,0.15963164
8570,755,0,28,7,124540.28,1,0,1,188850.89,0.22424193
9712,637,1,32,3,0.0,2,1,1,197827.06,0.037082423
1543,656,1,69,6,163975.09,1,1,1,36108.5,0.1697034
9535,850,1,41,8,132838.07,1,1,1,175347.28,0.11039396
3853,654,1,43,9,84673.17,2,0,1,82081.35,0.116713785
554,574,1,33,3,129834.67,1,1,0,193131.42,0.18396172
6365,743,0,48,5,118207.69,2,0,0,186489.14,0.21938577
511,632,0,38,6,86569.76,2,1,0,98090.91,0.113342024
3206,515,1,60,9,113715.36,1,1,0,18424.24,0.89034057
8084,608,1,28,4,96679.71,1,1,1,49133.45,0.04136507
967,637,0,34,9,0.0,2,0,0,26057.08,0.038405173
6043,629,1,31,6,0.0,2,1,0,93881.75,0.05457308
6879,665,1,25,7,90920.75,1,0,1,112256.57,0.03775009
6775,469,0,48,5,0.0,1,1,0,160529.71,0.8693207
3295,754,0,19,9,0.0,1,1,0,189641.11,0.42574167
8701,673,1,37,2,0.0,1,1,1,13624.02,0.1565073
3429,731,0,43,9,79120.27,1,0,0,548.52,0.30194825
8870,668,1,42,8,187534.79,1,1,1,32900.41,0.12782444
6962,677,0,26,3,102395.79,1,1,0,119368.99,0.1516793
2088,595,0,41,9,150463.11,2,0,1,81548.38,0.08853481
8499,498,1,35,2,121968.11,2,0,1,188343.05,0.054474447
6162,748,1,34,5,84009.47,1,1,1,137001.1,0.042810634
3210,606,0,53,1,109330.06,1,1,1,75860.01,0.66206574
9200,739,0,30,6,0.0,1,0,0,122604.44,0.21948431
6605,771,0,33,5,0.0,2,1,0,8673.43,0.03495698
1109,595,1,31,4,0.0,2,1,0,189995.86,0.029754795
5728,701,1,41,10,0.0,2,1,1,146257.77,0.059752617
7829,572,0,36,8,68348.18,2,0,1,50400.32,0.034656286
1038,523,1,30,1,83181.29,1,1,1,138176.78,0.04276552
1194,764,0,24,7,0.0,2,1,0,186105.99,0.02912727
4474,767,1,36,3,0.0,1,0,0,65147.27,0.21764044
9874,720,1,44,4,0.0,2,1,0,163471.01,0.037327178
2122,765,0,32,9,178095.55,1,0,0,47247.56,0.43452403
4982,615,1,30,7,0.0,2,1,1,156346.84,0.029754795
8973,582,1,33,2,122394.0,1,1,1,22113.93,0.10797972
5700,447,1,41,3,0.0,4,1,1,197490.39,0.636178
934,592,1,37,9,0.0,3,1,1,10656.89,0.6702903
6101,833,1,32,6,0.0,1,1,1,44323.22,0.11435768
4689,771,1,45,0,139825.56,1,0,0,170984.97,0.38860667
394,594,0,24,0,97378.54,1,1,1,71405.17,0.064977966
4685,537,1,42,1,190569.23,1,0,1,127154.8,0.1777897
8776,567,1,44,9,0.0,2,1,0,87677.15,0.060435843
9165,663,0,46,2,141726.88,1,1,1,58257.23,0.25685564
5980,558,0,31,7,0.0,2,1,0,166720.28,0.02912727
9942,739,0,25,5,113113.12,1,1,0,129181.27,0.17112142
2191,525,0,47,6,118560.0,1,1,0,82522.61,0.48526537
1297,498,1,34,5,0.0,2,1,1,91711.66,0.029658247
5044,562,1,30,3,111099.79,2,0,0,140650.19,0.049771238
1162,615,0,30,9,0.0,1,1,0,87347.82,0.2953826
4254,590,0,27,8,123599.49,2,1,0,1676.92,0.15012042
6372,635,0,47,2,125724.95,2,1,0,63236.97,0.5608012
1527,661,1,35,8,124098.54,1,1,0,86678.48,0.14808469
4342,554,1,30,6,135370.12,1,1,1,179689.05,0.114527375
2030,624,0,28,2,0.0,2,0,1,104353.26,0.0817796
3060,569,0,43,7,0.0,2,1,1,77703.19,0.04683131
58,511,0,66,4,0.0,1,1,0,1643.11,0.37648392
2405,685,1,35,9,0.0,1,1,0,167033.83,0.17102346
5006,755,0,37,0,113865.23,2,1,1,117396.25,0.115590066
6157,549,1,29,3,0.0,2,1,0,146090.38,0.029754795
7375,639,1,77,6,80926.02,2,1,1,55829.25,0.11604592
4506,597,0,66,3,0.0,1,1,1,70532.53,0.061805345
5214,740,0,57,3,113386.36,2,1,1,65121.63,0.5297894
6029,659,0,44,9,23503.31,1,0,1,169862.01,0.6074073
1780,802,1,33,8,0.0,2,1,0,143706.18,0.029754795
5447,726,1,50,9,94504.35,1,0,1,5078.9,0.40768325
4606,797,0,55,10,0.0,4,1,1,49418.87,0.93188614
6914,702,1,40,7,145536.9,1,0,1,135334.24,0.25002125
676,593,0,38,4,88736.44,2,1,0,67020.03,0.18702872
3582,686,1,35,4,0.0,1,1,0,8816.37,0.12799442
3653,688,0,46,0,74458.25,1,0,1,6866.31,0.7193887
7920,714,1,34,5,141173.03,1,0,1,98896.06,0.07202822
9499,522,0,25,5,94049.92,2,1,0,103269.0,0.088230066
2732,623,0,48,1,108076.33,1,1,0,118855.26,0.82882154
4787,529,1,42,1,157498.9,1,1,1,82276.62,0.5549701
2754,682,1,42,0,0.0,1,1,1,160828.98,0.21828398
2337,701,0,35,9,0.0,2,0,0,170996.86,0.037090383
3643,679,1,45,3,146758.24,1,1,0,48466.89,0.2950955
7737,777,0,30,4,137851.31,1,1,0,5008.23,0.24964727
5516,592,1,37,3,96651.03,1,1,1,3232.82,0.13982493
5246,521,0,32,2,136555.01,2,1,1,129353.21,0.09159275
866,545,1,38,1,88293.13,2,1,1,24302.95,0.05968882
4447,666,0,50,7,109062.28,1,1,1,140136.1,0.4833616
5071,676,1,35,5,106836.67,2,1,0,84199.78,0.044447046
4881,579,1,31,6,0.0,2,1,0,26149.25,0.029658247
9510,617,0,26,2,165947.99,2,0,1,168834.38,0.22990555
3002,786,0,32,2,104336.43,2,0,0,59559.81,0.16970657
2225,701,1,38,3,125385.49,2,0,1,52044.66,0.06680666
9056,765,0,46,8,119492.88,2,0,1,166896.01,0.19120215
4826,794,1,24,10,146126.75,1,1,1,88992.05,0.14132659
7621,661,1,39,5,0.0,2,0,0,181461.46,0.029642263
9689,698,0,57,9,111359.55,2,1,0,105715.01,0.9130889
5500,681,1,47,9,97023.21,1,1,1,2168.13,0.2592873
9700,563,0,36,4,143680.47,2,1,1,63531.19,0.04085108
8478,639,1,66,0,0.0,2,0,1,42240.54,0.04302268
5502,614,0,40,3,113348.5,1,1,1,77789.01,0.096953794
1210,711,1,51,7,0.0,3,1,0,38409.79,0.81671935
9083,427,1,40,8,0.0,2,1,1,82870.75,0.07105885
2288,619,0,30,7,70729.17,1,1,1,160948.87,0.17730047
2183,713,1,38,9,72286.84,2,1,1,26136.89,0.05650597
2862,645,1,33,8,149564.61,1,0,0,149913.84,0.059180588
6861,605,1,41,5,103154.66,1,0,0,143203.78,0.33586213
2362,709,1,45,4,122917.71,1,1,1,11.58,0.36507064
8463,526,1,49,2,0.0,1,1,0,114539.67,0.90546274
6332,619,0,35,4,90413.12,1,1,1,20555.21,0.08676711
4064,626,1,39,10,132287.92,3,1,1,51467.92,0.9320725
9546,524,1,29,7,0.0,2,1,1,105448.74,0.04307629
617,612,0,62,8,140745.33,1,1,0,193437.89,0.89078605
3281,775,0,32,2,108698.96,2,1,1,161069.73,0.30784196
5226,481,1,39,1,111233.09,1,1,1,123995.15,0.22060089
3397,820,1,33,2,132150.26,2,1,0,23067.97,0.09420754
3065,503,1,42,8,104430.08,1,1,1,147557.71,0.23366696
766,700,0,82,2,0.0,2,0,1,182055.36,0.069394715
7078,763,1,67,1,149436.73,2,0,1,106282.74,0.0906978
5279,652,0,40,7,100471.34,1,1,1,124550.88,0.41274938
4149,623,0,39,1,160903.2,1,0,0,78774.36,0.19429573
1144,765,1,43,4,148962.76,1,0,1,173878.87,0.1189502
4248,573,1,26,8,86270.93,2,1,1,90177.3,0.050878234
4110,558,1,40,6,0.0,2,1,0,173844.89,0.12242074
462,509,0,25,3,108738.71,2,1,0,106920.57,0.37626663
2932,688,0,54,9,0.0,1,1,0,191212.63,0.9192644
4623,709,0,24,3,110949.41,1,1,1,168515.61,0.093201175
3813,703,1,73,5,137761.55,1,1,1,159677.46,0.14616159
6308,565,1,52,5,97720.35,2,1,0,175070.94,0.43886033
4341,647,0,35,3,166518.63,2,1,0,147930.46,0.08969091
5300,640,0,33,6,84719.13,2,1,1,113048.79,0.033160724
6804,692,0,30,7,0.0,2,1,1,18826.34,0.03792867
3282,584,0,39,2,112687.69,1,1,1,127749.61,0.14785464
2574,665,0,51,9,110610.41,2,0,1,1112.76,0.33506396
7961,809,0,38,2,154763.21,2,1,1,174800.31,0.08271197
7879,657,1,44,6,76495.04,1,1,0,79071.89,0.4927578
828,630,0,31,2,112373.49,2,1,1,131167.98,0.0422598
6486,710,1,40,5,0.0,2,0,0,162878.96,0.034890104
7599,537,0,45,7,158621.04,1,1,0,120892.96,0.101070896
2540,550,0,45,8,111257.59,1,0,0,97623.42,0.5282112
5746,836,0,41,7,150302.84,1,1,1,156036.19,0.18252417
8526,627,1,27,1,62092.9,1,1,1,105887.04,0.07766105
9566,644,1,37,6,117271.8,2,1,0,104217.96,0.16387212
3742,587,0,39,6,101851.8,2,1,0,7103.71,0.11682184
7498,630,0,36,8,126598.99,2,1,1,134407.93,0.09167586
3524,763,0,35,7,115651.6,2,1,1,104706.29,0.10545564
20,732,1,41,8,0.0,2,1,1,170886.17,0.059752617
1915,503,1,25,7,0.0,1,0,1,192841.13,0.14113194
6571,595,1,46,10,0.0,1,1,0,73489.15,0.38690457
9018,663,1,67,9,0.0,3,1,1,72318.77,0.27433962
2012,841,1,74,9,108131.53,1,0,1,60830.38,0.03347699
5405,531,0,64,2,175754.87,2,1,1,60721.4,0.25288752
1295,534,0,33,3,151233.62,1,0,0,199336.63,0.16301812
3745,776,0,37,1,93124.04,2,1,1,196079.32,0.12921026
591,700,1,38,8,134811.3,1,1,0,1299.75,0.13576455
1406,572,1,23,2,126873.52,1,0,1,67040.12,0.07405155
221,514,1,30,7,0.0,1,0,1,125010.24,0.13341966
5617,626,1,43,4,137638.69,1,1,0,130442.08,0.24752706
6248,590,1,47,3,0.0,2,1,0,171774.5,0.05730174
4418,682,0,47,10,134032.01,1,1,0,144290.97,0.8354006
858,456,1,32,9,147506.25,1,1,1,135399.21,0.040919475
1783,533,1,38,1,135289.33,2,0,1,152956.33,0.08566041
7259,625,1,32,7,106957.28,1,1,1,134794.02,0.063867666
6856,528,1,34,1,125566.9,1,1,1,176763.27,0.1492124
1954,624,1,51,5,174397.21,2,1,1,172372.63,0.046300218
1746,584,0,59,1,0.0,1,0,1,130260.11,0.29081368
3132,615,1,39,4,133707.09,1,1,1,108152.75,0.07166172
8036,555,1,21,1,0.0,2,0,0,103901.35,0.04307629
8850,500,0,50,5,0.0,4,1,1,83866.35,0.94049406
994,838,1,43,9,123105.88,2,1,0,145765.83,0.14415634
6108,507,1,41,3,58820.32,2,1,1,138536.09,0.21327783
730,591,1,24,6,147360.0,1,1,1,25310.82,0.036555946
6974,662,1,44,8,0.0,2,1,1,175314.87,0.032276012
6273,743,1,43,2,161807.18,2,0,1,93228.86,0.0868517
6751,604,0,53,2,121389.78,1,1,1,48201.64,0.5052765
3509,777,1,37,1,0.0,1,1,1,126837.72,0.11629713
3533,695,0,42,5,0.0,1,0,1,72172.13,0.115174934
2513,666,1,39,10,0.0,2,1,0,102999.33,0.030130317
5436,831,0,34,2,0.0,2,0,0,165840.94,0.03428047
3625,470,1,31,4,55732.92,2,1,1,103792.53,0.044399403
465,608,1,33,9,89968.69,1,1,0,68777.26,0.15549175
6755,812,1,38,3,127117.8,2,1,1,174822.74,0.056373034
6759,705,1,92,1,126076.24,2,1,1,34436.83,0.11977267
7991,427,0,39,9,0.0,2,1,0,28368.37,0.039270993
157,586,0,28,2,0.0,2,1,1,92067.35,0.10249962
3960,535,1,47,0,160729.1,1,0,1,145986.35,0.49407938
8832,753,1,35,4,0.0,2,1,1,106303.4,0.030971045
5470,617,1,25,1,102585.88,2,1,1,115387.4,0.048461173
185,514,1,32,8,0.0,2,1,0,95857.18,0.030971045
1002,725,1,39,1,50880.98,2,1,1,184023.54,0.07465414
9508,644,1,26,8,96659.64,2,1,1,138775.69,0.048461173
5623,586,1,42,6,0.0,2,1,1,123410.23,0.07608115
400,605,1,52,1,63349.75,1,1,0,108887.44,0.8988458
6240,558,1,27,1,152283.39,1,1,0,183271.15,0.093459114
8940,657,1,38,7,0.0,2,1,0,185827.74,0.030130317
9932,677,1,18,8,134796.87,2,1,1,114858.9,0.03392627
7342,502,1,30,4,0.0,2,1,1,66263.87,0.029658247
9832,595,0,64,2,105736.32,1,1,1,89935.73,0.12005279
8466,613,1,36,9,131307.11,1,0,0,83343.73,0.14084549
8756,705,0,37,3,109974.22,1,1,1,36320.87,0.16079558
7958,686,1,34,6,146178.13,2,1,1,88837.11,0.059633974
1250,548,1,32,5,175214.71,1,1,1,155165.61,0.034509216
3143,619,0,41,8,142015.76,2,1,0,114323.66,0.061328154
7430,606,0,35,0,135984.15,2,1,0,186778.89,0.08655959
59,614,1,51,4,40685.92,1,1,1,46775.28,0.28277886
7855,666,0,59,8,152614.51,2,1,1,188782.3,0.34819302
1113,731,0,21,8,132312.06,1,1,0,106663.46,0.21037781
3057,680,1,33,1,123082.08,1,1,0,134960.98,0.2755493
9569,710,0,30,10,0.0,2,1,0,19500.1,0.034110352
1328,593,0,62,3,118233.81,1,0,1,24765.53,0.36297393
4995,807,0,36,4,0.0,2,0,1,147007.33,0.03359727
6682,640,1,29,5,197200.04,2,1,0,141453.62,0.035529427
2072,743,1,36,4,0.0,2,1,1,190911.02,0.030185916
4793,788,0,41,6,0.0,1,1,1,25571.37,0.23373044
6829,735,1,43,9,127806.91,1,1,1,73069.59,0.18274818
9629,497,1,44,2,121250.04,1,0,1,79691.4,0.32247943
8218,516,0,40,9,0.0,2,0,1,33266.29,0.06743799
7567,629,1,44,5,0.0,4,0,0,117572.59,0.92871046
5922,555,0,44,3,105770.7,3,1,0,60533.96,0.9684684
1550,639,0,54,2,0.0,2,1,1,53843.71,0.042498622
1009,650,1,71,0,0.0,1,1,1,175380.77,0.18868233
3755,744,1,29,1,0.0,1,0,0,82422.97,0.09623089
8681,565,0,40,2,0.0,2,1,1,129956.13,0.08249962
9342,619,0,28,3,0.0,2,1,0,53394.12,0.050385404
8009,574,1,34,1,112572.39,1,0,0,165626.6,0.0667174
3860,720,0,34,6,110717.38,1,1,1,9398.45,0.11266659
3148,648,0,39,6,130694.89,2,1,1,153955.38,0.11982625
2519,612,0,62,0,167026.61,2,1,1,192892.05,0.11453867
3127,776,1,33,8,115130.34,1,0,0,129525.5,0.11318701
9084,686,0,47,6,0.0,1,1,0,32080.69,0.86887974
5316,654,1,40,5,105683.63,1,1,0,173617.09,0.3588688
